signal_id,feed_id,doc_id,company_id,signal_type,event_date,buyer_use_case,target_product,schema_fields_required,schema_fields_filled,extraction_confidence,source_count,validation_status,commercial_value_score,launch_note
SIG0194,FEED009,DOC0096,CO032,executive_move,2026-03-05,investor,company_profile,8,6,0.47,1,needs public corroboration,83,map to controlled taxonomy
SIG0195,FEED009,DOC0091,CO026,partnership,2026-04-02,investor,company_profile,8,8,0.97,1,validated,67,hold for editorial context
SIG0196,FEED009,DOC0099,CO009,executive_move,2026-01-30,investor,company_profile,8,5,0.86,4,needs reporter review,52,map to controlled taxonomy
SIG0197,FEED009,DOC0091,CO008,market_sentiment,2026-03-09,investor,company_profile,8,8,0.98,1,validated,91,candidate for recurring feed
SIG0198,FEED009,DOC0100,CO010,vendor_spend,2026-02-09,investor,company_profile,8,6,0.98,4,validated,68,map to controlled taxonomy
SIG0199,FEED009,DOC0090,CO028,executive_move,2026-02-09,investor,company_profile,8,5,0.7,4,needs reporter review,78,map to controlled taxonomy
SIG0200,FEED009,DOC0096,CO028,valuation_marker,2026-04-16,investor,company_profile,8,6,0.67,1,needs public corroboration,81,candidate for recurring feed
SIG0201,FEED009,DOC0101,CO008,market_sentiment,2026-02-08,investor,company_profile,8,7,0.57,2,validated,87,ready for profile enrichment
SIG0202,FEED009,DOC0095,CO028,capacity_expansion,2026-03-13,investor,company_profile,8,5,0.81,3,validated,68,hold for editorial context
SIG0203,FEED009,DOC0093,CO004,customer_adoption,2026-03-19,investor,company_profile,8,5,0.92,4,validated,98,needs second source
SIG0204,FEED009,DOC0092,CO004,go_to_market_shift,2026-01-08,investor,company_profile,8,7,0.88,3,validated,71,hold for editorial context
SIG0205,FEED009,DOC0099,CO004,product_launch,2026-03-08,investor,company_profile,8,7,0.71,1,conflict found,79,ready for profile enrichment
SIG0206,FEED009,DOC0090,CO028,funding_event,2026-02-16,investor,company_profile,8,8,0.75,5,needs public corroboration,49,map to controlled taxonomy
SIG0207,FEED009,DOC0092,CO008,funding_event,2026-01-23,investor,company_profile,8,5,0.72,5,needs reporter review,68,map to controlled taxonomy
SIG0208,FEED009,DOC0091,CO033,market_sentiment,2026-03-21,investor,company_profile,8,7,0.52,1,needs reporter review,56,needs second source
SIG0209,FEED009,DOC0094,CO008,partnership,2026-01-27,investor,company_profile,8,8,0.83,5,conflict found,88,hold for editorial context
SIG0210,FEED009,DOC0095,CO028,vendor_spend,2026-04-08,investor,company_profile,8,8,0.83,3,needs public corroboration,59,map to controlled taxonomy
SIG0211,FEED009,DOC0092,CO026,product_launch,2026-03-23,investor,company_profile,8,5,0.98,3,validated,87,hold for editorial context
SIG0212,FEED009,DOC0093,CO005,executive_move,2026-02-04,investor,company_profile,8,7,0.69,3,conflict found,57,needs second source
SIG0213,FEED010,DOC0106,CO008,valuation_marker,2026-02-26,advisory,survey_benchmark,8,7,0.97,5,needs public corroboration,53,map to controlled taxonomy
SIG0214,FEED010,DOC0102,CO015,go_to_market_shift,2026-04-27,advisory,survey_benchmark,8,8,0.86,2,needs reporter review,74,candidate for recurring feed
SIG0215,FEED010,DOC0106,CO024,executive_move,2026-04-11,advisory,survey_benchmark,8,6,0.59,4,validated,87,map to controlled taxonomy
SIG0216,FEED010,DOC0104,CO029,market_sentiment,2026-01-15,advisory,survey_benchmark,8,5,0.92,4,needs reporter review,60,map to controlled taxonomy
SIG0217,FEED010,DOC0104,CO008,market_sentiment,2026-03-17,advisory,survey_benchmark,8,5,0.77,4,needs reporter review,56,hold for editorial context
SIG0218,FEED010,DOC0107,CO003,executive_move,2026-02-27,advisory,survey_benchmark,8,8,0.98,2,needs public corroboration,48,map to controlled taxonomy
SIG0219,FEED010,DOC0103,CO024,market_sentiment,2026-02-07,advisory,survey_benchmark,8,7,0.73,4,validated,89,candidate for recurring feed
SIG0220,FEED010,DOC0109,CO025,go_to_market_shift,2026-03-23,advisory,survey_benchmark,8,6,0.76,4,validated,76,ready for profile enrichment
SIG0221,FEED010,DOC0108,CO009,funding_event,2026-02-17,advisory,survey_benchmark,8,7,0.77,3,needs public corroboration,69,needs second source
SIG0222,FEED010,DOC0106,CO030,customer_adoption,2026-01-22,advisory,survey_benchmark,8,5,0.74,3,needs reporter review,91,candidate for recurring feed
SIG0223,FEED010,DOC0107,CO003,market_sentiment,2026-04-09,advisory,survey_benchmark,8,6,0.76,4,validated,79,hold for editorial context
SIG0224,FEED010,DOC0107,CO025,vendor_spend,2026-04-05,advisory,survey_benchmark,8,5,0.62,5,needs public corroboration,58,candidate for recurring feed
SIG0225,FEED010,DOC0104,CO031,customer_adoption,2026-01-09,advisory,survey_benchmark,8,5,0.8,4,validated,67,ready for profile enrichment
SIG0226,FEED010,DOC0107,CO029,executive_move,2026-04-02,advisory,survey_benchmark,8,8,0.76,1,validated,80,map to controlled taxonomy
SIG0227,FEED010,DOC0107,CO030,partnership,2026-01-25,advisory,survey_benchmark,8,7,0.72,3,needs reporter review,85,ready for profile enrichment
SIG0228,FEED010,DOC0106,CO025,customer_adoption,2026-03-28,advisory,survey_benchmark,8,6,0.74,2,validated,61,map to controlled taxonomy
SIG0229,FEED010,DOC0106,CO015,capacity_expansion,2026-01-21,advisory,survey_benchmark,8,5,0.54,2,conflict found,91,hold for editorial context
SIG0230,FEED010,DOC0102,CO029,market_sentiment,2026-04-29,advisory,survey_benchmark,8,7,0.76,4,validated,70,needs second source
SIG0231,FEED010,DOC0109,CO003,go_to_market_shift,2026-01-18,advisory,survey_benchmark,8,8,0.8,1,needs public corroboration,87,hold for editorial context
SIG0232,FEED010,DOC0107,CO031,vendor_spend,2026-04-02,advisory,survey_benchmark,8,7,0.88,1,needs public corroboration,86,candidate for recurring feed
SIG0233,FEED010,DOC0103,CO009,customer_adoption,2026-01-24,advisory,survey_benchmark,8,7,0.95,5,needs reporter review,68,map to controlled taxonomy
SIG0234,FEED010,DOC0102,CO008,funding_event,2026-03-29,advisory,survey_benchmark,8,6,0.77,4,validated,71,needs second source
SIG0235,FEED010,DOC0106,CO015,partnership,2026-04-07,advisory,survey_benchmark,8,6,0.62,2,needs public corroboration,84,hold for editorial context
SIG0236,FEED010,DOC0109,CO009,vendor_spend,2026-01-17,advisory,survey_benchmark,8,6,0.89,4,needs public corroboration,58,map to controlled taxonomy
SIG0237,FEED010,DOC0106,CO031,customer_adoption,2026-02-19,advisory,survey_benchmark,8,5,0.79,2,needs public corroboration,69,needs second source
SIG0238,FEED010,DOC0108,CO009,capacity_expansion,2026-04-23,advisory,survey_benchmark,8,7,0.7,1,validated,92,candidate for recurring feed
SIG0239,FEED010,DOC0102,CO008,market_sentiment,2026-03-13,advisory,survey_benchmark,8,5,0.63,3,needs public corroboration,60,candidate for recurring feed
SIG0240,FEED010,DOC0102,CO012,market_sentiment,2026-03-18,advisory,survey_benchmark,8,7,0.7,4,validated,63,map to controlled taxonomy
SIG0241,FEED010,DOC0107,CO012,funding_event,2026-01-05,advisory,survey_benchmark,8,7,0.81,4,needs public corroboration,59,needs second source
SIG0242,FEED010,DOC0105,CO012,executive_move,2026-01-21,advisory,survey_benchmark,8,8,0.64,5,needs public corroboration,58,candidate for recurring feed
SIG0243,FEED010,DOC0108,CO015,partnership,2026-01-06,advisory,survey_benchmark,8,6,0.66,3,validated,89,hold for editorial context
SIG0244,FEED011,DOC0116,CO035,product_launch,2026-01-18,advisory,buyer_signal,8,5,0.84,4,validated,99,hold for editorial context
SIG0245,FEED011,DOC0117,CO023,capacity_expansion,2026-03-08,advisory,buyer_signal,8,6,0.83,1,validated,52,candidate for recurring feed
SIG0246,FEED011,DOC0117,CO008,funding_event,2026-04-05,advisory,buyer_signal,8,7,0.89,5,validated,92,hold for editorial context
SIG0247,FEED011,DOC0119,CO030,market_sentiment,2026-03-30,advisory,buyer_signal,8,5,0.96,2,validated,88,candidate for recurring feed
SIG0248,FEED011,DOC0115,CO013,funding_event,2026-03-28,advisory,buyer_signal,8,5,0.76,2,validated,90,hold for editorial context
SIG0249,FEED011,DOC0117,CO023,vendor_spend,2026-01-11,advisory,buyer_signal,8,7,0.81,5,needs public corroboration,63,map to controlled taxonomy
SIG0250,FEED011,DOC0118,CO013,capacity_expansion,2026-03-02,advisory,buyer_signal,8,5,0.75,5,validated,66,candidate for recurring feed
SIG0251,FEED011,DOC0111,CO023,executive_move,2026-02-25,advisory,buyer_signal,8,5,0.72,4,needs public corroboration,89,ready for profile enrichment
SIG0252,FEED011,DOC0118,CO028,valuation_marker,2026-03-17,advisory,buyer_signal,8,7,0.8,2,validated,56,candidate for recurring feed
SIG0253,FEED011,DOC0115,CO027,partnership,2026-04-06,advisory,buyer_signal,8,8,0.88,4,needs reporter review,73,ready for profile enrichment
SIG0254,FEED011,DOC0111,CO030,valuation_marker,2026-03-12,advisory,buyer_signal,8,7,0.58,3,validated,73,ready for profile enrichment
SIG0255,FEED011,DOC0110,CO035,vendor_spend,2026-03-24,advisory,buyer_signal,8,5,0.56,2,needs reporter review,74,map to controlled taxonomy
SIG0256,FEED011,DOC0111,CO013,executive_move,2026-04-11,advisory,buyer_signal,8,7,0.79,4,validated,63,ready for profile enrichment
SIG0257,FEED011,DOC0120,CO026,capacity_expansion,2026-01-05,advisory,buyer_signal,8,6,0.8,5,needs public corroboration,80,ready for profile enrichment
SIG0258,FEED011,DOC0118,CO013,go_to_market_shift,2026-01-27,advisory,buyer_signal,8,6,0.65,2,needs reporter review,78,ready for profile enrichment
SIG0259,FEED011,DOC0116,CO027,vendor_spend,2026-02-24,advisory,buyer_signal,8,6,0.66,3,conflict found,96,needs second source
SIG0260,FEED011,DOC0117,CO035,valuation_marker,2026-04-25,advisory,buyer_signal,8,7,0.78,3,validated,89,hold for editorial context
SIG0261,FEED011,DOC0120,CO030,product_launch,2026-03-10,advisory,buyer_signal,8,6,0.83,5,validated,73,needs second source
SIG0262,FEED011,DOC0111,CO027,valuation_marker,2026-02-10,advisory,buyer_signal,8,8,0.94,4,needs public corroboration,85,ready for profile enrichment
SIG0263,FEED011,DOC0118,CO026,product_launch,2026-02-10,advisory,buyer_signal,8,7,0.85,3,needs public corroboration,60,map to controlled taxonomy
SIG0264,FEED011,DOC0110,CO018,partnership,2026-04-19,advisory,buyer_signal,8,5,0.79,4,validated,85,ready for profile enrichment
SIG0265,FEED011,DOC0119,CO028,funding_event,2026-02-22,advisory,buyer_signal,8,7,0.91,4,needs public corroboration,67,candidate for recurring feed
SIG0266,FEED011,DOC0120,CO027,vendor_spend,2026-01-30,advisory,buyer_signal,8,5,0.63,5,conflict found,51,candidate for recurring feed
SIG0267,FEED011,DOC0113,CO027,vendor_spend,2026-03-03,advisory,buyer_signal,8,6,0.78,2,needs public corroboration,94,ready for profile enrichment
SIG0268,FEED011,DOC0112,CO035,funding_event,2026-02-28,advisory,buyer_signal,8,8,0.63,3,needs reporter review,55,hold for editorial context
SIG0269,FEED012,DOC0123,CO013,product_launch,2026-02-12,enterprise,funding_tracker,8,7,0.82,3,needs reporter review,82,ready for profile enrichment
SIG0270,FEED012,DOC0123,CO019,valuation_marker,2026-03-16,enterprise,funding_tracker,8,8,0.98,1,validated,87,needs second source
SIG0271,FEED012,DOC0124,CO001,product_launch,2026-01-28,enterprise,funding_tracker,8,6,0.77,2,validated,96,hold for editorial context
SIG0272,FEED012,DOC0125,CO006,valuation_marker,2026-03-05,enterprise,funding_tracker,8,5,0.59,5,validated,97,ready for profile enrichment
SIG0273,FEED012,DOC0125,CO022,partnership,2026-01-21,enterprise,funding_tracker,8,7,0.83,2,needs reporter review,83,ready for profile enrichment
SIG0274,FEED012,DOC0125,CO028,capacity_expansion,2026-03-03,enterprise,funding_tracker,8,7,0.8,3,validated,67,hold for editorial context
SIG0275,FEED012,DOC0125,CO001,product_launch,2026-01-05,enterprise,funding_tracker,8,8,0.65,3,validated,75,map to controlled taxonomy
SIG0276,FEED012,DOC0124,CO001,partnership,2026-01-22,enterprise,funding_tracker,8,7,0.7,3,needs reporter review,79,candidate for recurring feed
SIG0277,FEED012,DOC0128,CO015,vendor_spend,2026-04-24,enterprise,funding_tracker,8,5,0.72,2,needs public corroboration,63,hold for editorial context
SIG0278,FEED012,DOC0124,CO035,executive_move,2026-04-29,enterprise,funding_tracker,8,5,0.86,1,needs reporter review,92,hold for editorial context
SIG0279,FEED012,DOC0121,CO028,valuation_marker,2026-04-29,enterprise,funding_tracker,8,7,0.6,5,validated,53,candidate for recurring feed
SIG0280,FEED012,DOC0123,CO025,product_launch,2026-03-05,enterprise,funding_tracker,8,7,0.68,5,validated,88,hold for editorial context
SIG0281,FEED012,DOC0122,CO030,valuation_marker,2026-01-22,enterprise,funding_tracker,8,6,0.77,4,validated,94,map to controlled taxonomy
SIG0282,FEED012,DOC0123,CO028,capacity_expansion,2026-02-19,enterprise,funding_tracker,8,6,0.79,1,conflict found,90,map to controlled taxonomy
SIG0283,FEED012,DOC0128,CO006,market_sentiment,2026-03-06,enterprise,funding_tracker,8,7,0.89,4,validated,68,ready for profile enrichment
SIG0284,FEED012,DOC0121,CO022,vendor_spend,2026-03-20,enterprise,funding_tracker,8,7,0.82,5,validated,96,hold for editorial context
SIG0285,FEED012,DOC0123,CO030,market_sentiment,2026-02-02,enterprise,funding_tracker,8,7,0.71,5,needs public corroboration,52,candidate for recurring feed
SIG0286,FEED012,DOC0126,CO025,valuation_marker,2026-04-27,enterprise,funding_tracker,8,5,0.69,2,needs public corroboration,78,candidate for recurring feed
SIG0287,FEED012,DOC0123,CO006,partnership,2026-03-23,enterprise,funding_tracker,8,6,0.93,1,validated,62,map to controlled taxonomy
SIG0288,FEED012,DOC0127,CO025,capacity_expansion,2026-01-31,enterprise,funding_tracker,8,8,0.86,5,needs reporter review,82,map to controlled taxonomy
SIG0289,FEED012,DOC0127,CO007,go_to_market_shift,2026-01-23,enterprise,funding_tracker,8,5,0.78,1,needs public corroboration,60,map to controlled taxonomy
SIG0290,FEED012,DOC0125,CO020,vendor_spend,2026-01-15,enterprise,funding_tracker,8,5,0.84,2,needs public corroboration,77,candidate for recurring feed
SIG0291,FEED012,DOC0128,CO015,go_to_market_shift,2026-03-30,enterprise,funding_tracker,8,6,0.89,5,needs public corroboration,89,needs second source
SIG0292,FEED012,DOC0123,CO001,customer_adoption,2026-02-22,enterprise,funding_tracker,8,5,0.98,4,needs public corroboration,77,map to controlled taxonomy
SIG0293,FEED012,DOC0122,CO007,go_to_market_shift,2026-01-17,enterprise,funding_tracker,8,6,0.85,2,needs public corroboration,78,candidate for recurring feed
